"","GO.ID","Term","KS"
"1547","GO:1903508","positive regulation of nucleic acid-temp...","0.00023"
"1548","GO:0051252","regulation of RNA metabolic process","0.00027"
"1549","GO:0045944","positive regulation of transcription by ...","0.00034"
"1550","GO:0010557","positive regulation of macromolecule bio...","0.00034"
"1551","GO:0044087","regulation of cellular component biogene...","0.0064"
"1552","GO:0006464","cellular protein modification process","0.0110"
"1553","GO:0036211","protein modification process","0.0110"
"1554","GO:0090407","organophosphate biosynthetic process","0.0137"
"1555","GO:0009057","macromolecule catabolic process","0.0168"
"1556","GO:0055085","transmembrane transport","0.0180"
"1557","GO:0043412","macromolecule modification","0.0184"
"1558","GO:0045859","regulation of protein kinase activity","0.0260"
"1559","GO:0099536","synaptic signaling","0.0302"
"1560","GO:0006950","response to stress","0.0310"
"1561","GO:1901135","carbohydrate derivative metabolic proces...","0.0025"
"1562","GO:0051704","multi-organism process","0.0129"
"1563","GO:0003006","developmental process involved in reprod...","0.0183"
"1564","GO:0016477","cell migration","0.0202"
"1565","GO:0048870","cell motility","0.0202"
"1566","GO:0051674","localization of cell","0.0202"
"1567","GO:0040011","locomotion","0.0204"
"1568","GO:0005975","carbohydrate metabolic process","0.0251"
"1569","GO:0032504","multicellular organism reproduction","0.0259"
"1570","GO:0048609","multicellular organismal reproductive pr...","0.0259"
"1571","GO:0045944","positive regulation of transcription by ...","0.00015"
"1572","GO:0045893","positive regulation of transcription, DN...","0.00016"
"1573","GO:1902680","positive regulation of RNA biosynthetic ...","0.00016"
"1574","GO:1903508","positive regulation of nucleic acid-temp...","0.00016"
"1575","GO:0010557","positive regulation of macromolecule bio...","0.00030"
"1576","GO:0051254","positive regulation of RNA metabolic pro...","0.00035"
"1577","GO:0009891","positive regulation of biosynthetic proc...","0.00059"
"1578","GO:0031328","positive regulation of cellular biosynth...","0.00059"
"1579","GO:0045935","positive regulation of nucleobase-contai...","0.00074"
"1580","GO:0010628","positive regulation of gene expression","0.00125"
"1581","GO:0043086","negative regulation of catalytic activit...","1.2e-05"
"1582","GO:0051301","cell division","0.0016"
"1583","GO:0044092","negative regulation of molecular functio...","0.0020"
"1584","GO:0051348","negative regulation of transferase activ...","0.0022"
"1585","GO:0048583","regulation of response to stimulus","0.0025"
"1586","GO:0035556","intracellular signal transduction","0.0034"
"1587","GO:0042221","response to chemical","0.0035"
"1588","GO:0032269","negative regulation of cellular protein ...","0.0038"
"1589","GO:0052547","regulation of peptidase activity","0.0044"
"1590","GO:0070887","cellular response to chemical stimulus","0.0053"
"1591","GO:0007156","homophilic cell adhesion via plasma memb...","7.2e-06"
"1592","GO:0098742","cell-cell adhesion via plasma-membrane a...","5.8e-05"
"1593","GO:1902679","negative regulation of RNA biosynthetic ...","0.0020"
"1594","GO:1903507","negative regulation of nucleic acid-temp...","0.0020"
"1595","GO:0045934","negative regulation of nucleobase-contai...","0.0025"
"1596","GO:0051253","negative regulation of RNA metabolic pro...","0.0031"
"1597","GO:0061351","neural precursor cell proliferation","0.0034"
"1598","GO:0019218","regulation of steroid metabolic process","0.0036"
"1599","GO:0009890","negative regulation of biosynthetic proc...","0.0050"
"1600","GO:0010558","negative regulation of macromolecule bio...","0.0051"
"1601","GO:0006811","ion transport","0.00034"
"1602","GO:0034220","ion transmembrane transport","0.00301"
"1603","GO:0043269","regulation of ion transport","0.00588"
"1604","GO:0006810","transport","0.01108"
"1605","GO:0055085","transmembrane transport","0.01111"
"1606","GO:0051234","establishment of localization","0.01700"
"1607","GO:0006812","cation transport","0.02174"
"1608","GO:0007423","sensory organ development","0.02720"
"1609","GO:1901698","response to nitrogen compound","0.03429"
"1610","GO:0006820","anion transport","0.03492"
"1611","GO:0045596","negative regulation of cell differentiat...","0.00021"
"1612","GO:0051093","negative regulation of developmental pro...","0.00029"
"1613","GO:0045595","regulation of cell differentiation","0.00030"
"1614","GO:2000026","regulation of multicellular organismal d...","0.00048"
"1615","GO:0051239","regulation of multicellular organismal p...","0.00051"
"1616","GO:0048523","negative regulation of cellular process","0.00052"
"1617","GO:0048519","negative regulation of biological proces...","0.00066"
"1618","GO:0051174","regulation of phosphorus metabolic proce...","0.00083"
"1619","GO:0045664","regulation of neuron differentiation","0.00084"
"1620","GO:0051241","negative regulation of multicellular org...","0.00094"
"1621","GO:0048193","Golgi vesicle transport","0.002"
"1622","GO:0055085","transmembrane transport","0.015"
"1623","GO:0006955","immune response","0.017"
"1624","GO:0098655","cation transmembrane transport","0.021"
"1625","GO:0030099","myeloid cell differentiation","0.027"
"1626","GO:0034220","ion transmembrane transport","0.031"
"1627","GO:0030155","regulation of cell adhesion","0.032"
"1628","GO:0006812","cation transport","0.038"
"1629","GO:0002252","immune effector process","0.039"
"1630","GO:0044089","positive regulation of cellular componen...","0.040"
"1631","GO:2001233","regulation of apoptotic signaling pathwa...","0.010"
"1632","GO:0045892","negative regulation of transcription, DN...","0.026"
"1633","GO:1902679","negative regulation of RNA biosynthetic ...","0.028"
"1634","GO:1903507","negative regulation of nucleic acid-temp...","0.028"
"1635","GO:0051051","negative regulation of transport","0.038"
"1636","GO:0015711","organic anion transport","0.045"
"1637","GO:0009890","negative regulation of biosynthetic proc...","0.049"
"1638","GO:0010558","negative regulation of macromolecule bio...","0.049"
"1639","GO:0031327","negative regulation of cellular biosynth...","0.049"
"1640","GO:2000113","negative regulation of cellular macromol...","0.049"
"1641","GO:0010467","gene expression","0.22"
"1642","GO:0010468","regulation of gene expression","0.22"
"1643","GO:0008152","metabolic process","0.33"
"1644","GO:0044238","primary metabolic process","0.33"
"1645","GO:0071704","organic substance metabolic process","0.33"
"1646","GO:0016043","cellular component organization","0.41"
"1647","GO:0071840","cellular component organization or bioge...","0.41"
"1648","GO:0043170","macromolecule metabolic process","0.41"
"1649","GO:0031323","regulation of cellular metabolic process","0.48"
"1650","GO:0051171","regulation of nitrogen compound metaboli...","0.48"
"1651","GO:0048608","reproductive structure development","0.00050"
"1652","GO:0061458","reproductive system development","0.00050"
"1653","GO:0030902","hindbrain development","0.00066"
"1654","GO:0048732","gland development","0.00118"
"1655","GO:0048584","positive regulation of response to stimu...","0.00125"
"1656","GO:0009967","positive regulation of signal transducti...","0.00127"
"1657","GO:0007420","brain development","0.00237"
"1658","GO:0032147","activation of protein kinase activity","0.00270"
"1659","GO:0045137","development of primary sexual characteri...","0.00284"
"1660","GO:0009966","regulation of signal transduction","0.00309"
"1661","GO:0140352","export from cell","8.2e-05"
"1662","GO:0032940","secretion by cell","0.00014"
"1663","GO:0023061","signal release","0.00020"
"1664","GO:0046903","secretion","0.00057"
"1665","GO:1903530","regulation of secretion by cell","0.00064"
"1666","GO:0051046","regulation of secretion","0.00181"
"1667","GO:0002790","peptide secretion","0.00277"
"1668","GO:0009306","protein secretion","0.00277"
"1669","GO:0035592","establishment of protein localization to...","0.00277"
"1670","GO:0045055","regulated exocytosis","0.00742"
"1671","GO:0048699","generation of neurons","0.00027"
"1672","GO:0022008","neurogenesis","0.00041"
"1673","GO:0045165","cell fate commitment","0.00080"
"1674","GO:0021953","central nervous system neuron differenti...","0.00087"
"1675","GO:0030182","neuron differentiation","0.00090"
"1676","GO:0048468","cell development","0.00201"
"1677","GO:0060021","roof of mouth development","0.00202"
"1678","GO:0030154","cell differentiation","0.00303"
"1679","GO:0007417","central nervous system development","0.00304"
"1680","GO:0007399","nervous system development","0.00353"
"1681","GO:0048513","animal organ development","0.014"
"1682","GO:0048731","system development","0.017"
"1683","GO:0042221","response to chemical","0.019"
"1684","GO:0032502","developmental process","0.021"
"1685","GO:0048856","anatomical structure development","0.025"
"1686","GO:0007275","multicellular organism development","0.035"
"1687","GO:0032501","multicellular organismal process","0.040"
"1688","GO:0050793","regulation of developmental process","0.047"
"1689","GO:0051239","regulation of multicellular organismal p...","0.047"
"1690","GO:0048468","cell development","0.060"
"1691","GO:0001944","vasculature development","0.0062"
"1692","GO:0072358","cardiovascular system development","0.0062"
"1693","GO:0001525","angiogenesis","0.0073"
"1694","GO:0001568","blood vessel development","0.0104"
"1695","GO:0098742","cell-cell adhesion via plasma-membrane a...","0.0107"
"1696","GO:0007156","homophilic cell adhesion via plasma memb...","0.0151"
"1697","GO:0051258","protein polymerization","0.0213"
"1698","GO:0031334","positive regulation of protein-containin...","0.0241"
"1699","GO:0048514","blood vessel morphogenesis","0.0243"
"1700","GO:0044255","cellular lipid metabolic process","0.0248"
"1701","GO:0009987","cellular process","0.046"
"1702","GO:0006357","regulation of transcription by RNA polym...","0.051"
"1703","GO:0006366","transcription by RNA polymerase II","0.051"
"1704","GO:0009888","tissue development","0.051"
"1705","GO:0030154","cell differentiation","0.068"
"1706","GO:0048869","cellular developmental process","0.068"
"1707","GO:0048513","animal organ development","0.070"
"1708","GO:0010468","regulation of gene expression","0.075"
"1709","GO:0045595","regulation of cell differentiation","0.087"
"1710","GO:0050793","regulation of developmental process","0.092"
"1711","GO:0043086","negative regulation of catalytic activit...","0.00040"
"1712","GO:0051346","negative regulation of hydrolase activit...","0.00053"
"1713","GO:0044092","negative regulation of molecular functio...","0.00207"
"1714","GO:0032269","negative regulation of cellular protein ...","0.00217"
"1715","GO:0016311","dephosphorylation","0.00322"
"1716","GO:0051248","negative regulation of protein metabolic...","0.00405"
"1717","GO:0010466","negative regulation of peptidase activit...","0.00448"
"1718","GO:0010951","negative regulation of endopeptidase act...","0.00448"
"1719","GO:0045861","negative regulation of proteolysis","0.00448"
"1720","GO:0065009","regulation of molecular function","0.00448"
"1721","GO:0016192","vesicle-mediated transport","0.0015"
"1722","GO:0043933","protein-containing complex subunit organ...","0.0092"
"1723","GO:0033554","cellular response to stress","0.0280"
"1724","GO:0065003","protein-containing complex assembly","0.0649"
"1725","GO:0044248","cellular catabolic process","0.0665"
"1726","GO:0006508","proteolysis","0.0679"
"1727","GO:0046907","intracellular transport","0.0724"
"1728","GO:0051649","establishment of localization in cell","0.0788"
"1729","GO:0006928","movement of cell or subcellular componen...","0.0966"
"1730","GO:0015031","protein transport","0.1052"
"1731","GO:0032879","regulation of localization","0.013"
"1732","GO:0050794","regulation of cellular process","0.026"
"1733","GO:0034613","cellular protein localization","0.026"
"1734","GO:0070727","cellular macromolecule localization","0.026"
"1735","GO:0099536","synaptic signaling","0.028"
"1736","GO:0040011","locomotion","0.034"
"1737","GO:0051049","regulation of transport","0.039"
"1738","GO:1901699","cellular response to nitrogen compound","0.048"
"1739","GO:0035690","cellular response to drug","0.059"
"1740","GO:0007268","chemical synaptic transmission","0.060"
"1741","GO:0016055","Wnt signaling pathway","9.1e-05"
"1742","GO:0198738","cell-cell signaling by wnt","9.1e-05"
"1743","GO:0007613","memory","0.00017"
"1744","GO:1905114","cell surface receptor signaling pathway ...","0.00019"
"1745","GO:0032409","regulation of transporter activity","0.00066"
"1746","GO:0097659","nucleic acid-templated transcription","0.00071"
"1747","GO:0006351","transcription, DNA-templated","0.00086"
"1748","GO:1903506","regulation of nucleic acid-templated tra...","0.00086"
"1749","GO:0032774","RNA biosynthetic process","0.00097"
"1750","GO:0031326","regulation of cellular biosynthetic proc...","0.00104"
"1751","GO:0009790","embryo development","0.0020"
"1752","GO:0045892","negative regulation of transcription, DN...","0.0020"
"1753","GO:0043009","chordate embryonic development","0.0021"
"1754","GO:0009792","embryo development ending in birth or eg...","0.0022"
"1755","GO:0045935","positive regulation of nucleobase-contai...","0.0027"
"1756","GO:0045944","positive regulation of transcription by ...","0.0032"
"1757","GO:1902679","negative regulation of RNA biosynthetic ...","0.0037"
"1758","GO:1903507","negative regulation of nucleic acid-temp...","0.0037"
"1759","GO:2000113","negative regulation of cellular macromol...","0.0043"
"1760","GO:0010629","negative regulation of gene expression","0.0047"
"1761","GO:0016567","protein ubiquitination","0.0017"
"1762","GO:0032446","protein modification by small protein co...","0.0045"
"1763","GO:0016043","cellular component organization","0.0083"
"1764","GO:0034330","cell junction organization","0.0086"
"1765","GO:0046907","intracellular transport","0.0164"
"1766","GO:0070647","protein modification by small protein co...","0.0170"
"1767","GO:0007010","cytoskeleton organization","0.0189"
"1768","GO:0043066","negative regulation of apoptotic process","0.0207"
"1769","GO:0043069","negative regulation of programmed cell d...","0.0207"
"1770","GO:0060548","negative regulation of cell death","0.0225"
"1771","GO:0007154","cell communication","0.065"
"1772","GO:0051179","localization","0.129"
"1773","GO:0023052","signaling","0.133"
"1774","GO:0007165","signal transduction","0.202"
"1775","GO:0050896","response to stimulus","0.241"
"1776","GO:0032501","multicellular organismal process","0.355"
"1777","GO:0051716","cellular response to stimulus","0.355"
"1778","GO:0044237","cellular metabolic process","0.435"
"1779","GO:0044238","primary metabolic process","0.435"
"1780","GO:0006807","nitrogen compound metabolic process","0.680"
"1781","GO:0009890","negative regulation of biosynthetic proc...","0.0018"
"1782","GO:0010558","negative regulation of macromolecule bio...","0.0018"
"1783","GO:0031327","negative regulation of cellular biosynth...","0.0018"
"1784","GO:0031324","negative regulation of cellular metaboli...","0.0070"
"1785","GO:2000113","negative regulation of cellular macromol...","0.0115"
"1786","GO:0030154","cell differentiation","0.0127"
"1787","GO:0048869","cellular developmental process","0.0127"
"1788","GO:0051172","negative regulation of nitrogen compound...","0.0146"
"1789","GO:0048731","system development","0.0153"
"1790","GO:0007275","multicellular organism development","0.0153"
"1791","GO:0048519","negative regulation of biological proces...","0.013"
"1792","GO:0006811","ion transport","0.043"
"1793","GO:0007275","multicellular organism development","0.049"
"1794","GO:0048523","negative regulation of cellular process","0.057"
"1795","GO:0048856","anatomical structure development","0.066"
"1796","GO:0048731","system development","0.074"
"1797","GO:0033554","cellular response to stress","0.075"
"1798","GO:0048513","animal organ development","0.076"
"1799","GO:0032502","developmental process","0.078"
"1800","GO:0014070","response to organic cyclic compound","0.081"
"1801","GO:0031323","regulation of cellular metabolic process","0.29"
"1802","GO:0051171","regulation of nitrogen compound metaboli...","0.29"
"1803","GO:0080090","regulation of primary metabolic process","0.29"
"1804","GO:0044238","primary metabolic process","0.41"
"1805","GO:0019222","regulation of metabolic process","0.44"
"1806","GO:0060255","regulation of macromolecule metabolic pr...","0.44"
"1807","GO:0050789","regulation of biological process","0.45"
"1808","GO:0032501","multicellular organismal process","0.50"
"1809","GO:0006807","nitrogen compound metabolic process","0.54"
"1810","GO:0044237","cellular metabolic process","0.54"
"1811","GO:0014070","response to organic cyclic compound","0.0035"
"1812","GO:0032787","monocarboxylic acid metabolic process","0.0043"
"1813","GO:0071407","cellular response to organic cyclic comp...","0.0049"
"1814","GO:0048589","developmental growth","0.0058"
"1815","GO:0065008","regulation of biological quality","0.0088"
"1816","GO:0003006","developmental process involved in reprod...","0.0116"
"1817","GO:0001764","neuron migration","0.0140"
"1818","GO:0035295","tube development","0.0151"
"1819","GO:0040007","growth","0.0166"
"1820","GO:0051336","regulation of hydrolase activity","0.0203"
"1821","GO:0008152","metabolic process","0.00011"
"1822","GO:0071704","organic substance metabolic process","0.00020"
"1823","GO:0006807","nitrogen compound metabolic process","0.00024"
"1824","GO:0043170","macromolecule metabolic process","0.00028"
"1825","GO:0044237","cellular metabolic process","0.00031"
"1826","GO:0044238","primary metabolic process","0.00105"
"1827","GO:0044260","cellular macromolecule metabolic process","0.00245"
"1828","GO:0016071","mRNA metabolic process","0.00362"
"1829","GO:0046483","heterocycle metabolic process","0.00402"
"1830","GO:0044092","negative regulation of molecular functio...","0.00429"
"1831","GO:0000122","negative regulation of transcription by ...","0.00022"
"1832","GO:2000113","negative regulation of cellular macromol...","0.00122"
"1833","GO:0010558","negative regulation of macromolecule bio...","0.00314"
"1834","GO:0031327","negative regulation of cellular biosynth...","0.00314"
"1835","GO:0045892","negative regulation of transcription, DN...","0.00372"
"1836","GO:0009890","negative regulation of biosynthetic proc...","0.00377"
"1837","GO:0045934","negative regulation of nucleobase-contai...","0.00705"
"1838","GO:0051253","negative regulation of RNA metabolic pro...","0.00705"
"1839","GO:0010629","negative regulation of gene expression","0.01087"
"1840","GO:1902679","negative regulation of RNA biosynthetic ...","0.01187"
"1841","GO:0031326","regulation of cellular biosynthetic proc...","0.00033"
"1842","GO:0009889","regulation of biosynthetic process","0.00051"
"1843","GO:0045944","positive regulation of transcription by ...","0.00072"
"1844","GO:0010556","regulation of macromolecule biosynthetic...","0.00094"
"1845","GO:0006807","nitrogen compound metabolic process","0.00104"
"1846","GO:0043170","macromolecule metabolic process","0.00104"
"1847","GO:0060255","regulation of macromolecule metabolic pr...","0.00136"
"1848","GO:0032989","cellular component morphogenesis","0.00151"
"1849","GO:0006357","regulation of transcription by RNA polym...","0.00157"
"1850","GO:0006366","transcription by RNA polymerase II","0.00159"
"1851","GO:0099536","synaptic signaling","0.0024"
"1852","GO:0034330","cell junction organization","0.0048"
"1853","GO:0099537","trans-synaptic signaling","0.0048"
"1854","GO:0050804","modulation of chemical synaptic transmis...","0.0071"
"1855","GO:0099177","regulation of trans-synaptic signaling","0.0071"
"1856","GO:0044087","regulation of cellular component biogene...","0.0077"
"1857","GO:0007017","microtubule-based process","0.0081"
"1858","GO:0016192","vesicle-mediated transport","0.0085"
"1859","GO:0007268","chemical synaptic transmission","0.0092"
"1860","GO:0098916","anterograde trans-synaptic signaling","0.0092"
"1861","GO:0032940","secretion by cell","0.00046"
"1862","GO:0140352","export from cell","0.00068"
"1863","GO:0030072","peptide hormone secretion","0.00214"
"1864","GO:0030073","insulin secretion","0.00214"
"1865","GO:0046903","secretion","0.00268"
"1866","GO:0023061","signal release","0.00436"
"1867","GO:0046879","hormone secretion","0.00502"
"1868","GO:0002250","adaptive immune response","0.00513"
"1869","GO:0110053","regulation of actin filament organizatio...","0.00711"
"1870","GO:0009914","hormone transport","0.01012"
"1871","GO:0044703","multi-organism reproductive process","0.012"
"1872","GO:0051704","multi-organism process","0.012"
"1873","GO:0019953","sexual reproduction","0.023"
"1874","GO:0007283","spermatogenesis","0.034"
"1875","GO:0048232","male gamete generation","0.034"
"1876","GO:0000003","reproduction","0.035"
"1877","GO:0022414","reproductive process","0.035"
"1878","GO:0009894","regulation of catabolic process","0.050"
"1879","GO:0035265","organ growth","0.054"
"1880","GO:0097191","extrinsic apoptotic signaling pathway","0.082"
"1881","GO:0002376","immune system process","0.049"
"1882","GO:0032501","multicellular organismal process","0.066"
"1883","GO:0048513","animal organ development","0.079"
"1884","GO:0032502","developmental process","0.081"
"1885","GO:0065009","regulation of molecular function","0.096"
"1886","GO:0006955","immune response","0.100"
"1887","GO:0007166","cell surface receptor signaling pathway","0.128"
"1888","GO:0048856","anatomical structure development","0.139"
"1889","GO:0030154","cell differentiation","0.145"
"1890","GO:0048869","cellular developmental process","0.145"
"1891","GO:0050877","nervous system process","0.0021"
"1892","GO:0006082","organic acid metabolic process","0.0027"
"1893","GO:0019752","carboxylic acid metabolic process","0.0027"
"1894","GO:0043436","oxoacid metabolic process","0.0027"
"1895","GO:0055085","transmembrane transport","0.0053"
"1896","GO:0098660","inorganic ion transmembrane transport","0.0078"
"1897","GO:0006820","anion transport","0.0079"
"1898","GO:0030097","hemopoiesis","0.0103"
"1899","GO:0032787","monocarboxylic acid metabolic process","0.0121"
"1900","GO:0016071","mRNA metabolic process","0.0187"
"1901","GO:0010035","response to inorganic substance","0.0045"
"1902","GO:1901699","cellular response to nitrogen compound","0.0050"
"1903","GO:1901701","cellular response to oxygen-containing c...","0.0072"
"1904","GO:0045935","positive regulation of nucleobase-contai...","0.0083"
"1905","GO:0010038","response to metal ion","0.0083"
"1906","GO:0071417","cellular response to organonitrogen comp...","0.0096"
"1907","GO:0051259","protein complex oligomerization","0.0118"
"1908","GO:0048511","rhythmic process","0.0149"
"1909","GO:1901700","response to oxygen-containing compound","0.0216"
"1910","GO:0009893","positive regulation of metabolic process","0.0237"
"1911","GO:0034250","positive regulation of cellular amide me...","0.00033"
"1912","GO:0045727","positive regulation of translation","0.00102"
"1913","GO:0043604","amide biosynthetic process","0.00214"
"1914","GO:0010876","lipid localization","0.00288"
"1915","GO:0008380","RNA splicing","0.00366"
"1916","GO:0009891","positive regulation of biosynthetic proc...","0.00383"
"1917","GO:0031328","positive regulation of cellular biosynth...","0.00383"
"1918","GO:0051252","regulation of RNA metabolic process","0.00402"
"1919","GO:0044706","multi-multicellular organism process","0.00426"
"1920","GO:0043484","regulation of RNA splicing","0.00520"
"1921","GO:0051254","positive regulation of RNA metabolic pro...","0.00054"
"1922","GO:0007179","transforming growth factor beta receptor...","0.00056"
"1923","GO:1902680","positive regulation of RNA biosynthetic ...","0.00064"
"1924","GO:1903508","positive regulation of nucleic acid-temp...","0.00064"
"1925","GO:0045893","positive regulation of transcription, DN...","0.00080"
"1926","GO:0071560","cellular response to transforming growth...","0.00102"
"1927","GO:0071559","response to transforming growth factor b...","0.00120"
"1928","GO:0010557","positive regulation of macromolecule bio...","0.00130"
"1929","GO:0045935","positive regulation of nucleobase-contai...","0.00130"
"1930","GO:0009891","positive regulation of biosynthetic proc...","0.00136"
"1931","GO:0044403","symbiotic process","0.00021"
"1932","GO:0016032","viral process","0.00031"
"1933","GO:0030323","respiratory tube development","0.00118"
"1934","GO:0030324","lung development","0.00118"
"1935","GO:0060541","respiratory system development","0.00318"
"1936","GO:0051051","negative regulation of transport","0.00579"
"1937","GO:1903531","negative regulation of secretion by cell","0.00672"
"1938","GO:0019058","viral life cycle","0.00721"
"1939","GO:0000209","protein polyubiquitination","0.00796"
"1940","GO:0050804","modulation of chemical synaptic transmis...","0.01181"
"1941","GO:0016311","dephosphorylation","0.021"
"1942","GO:0034765","regulation of ion transmembrane transpor...","0.023"
"1943","GO:0043269","regulation of ion transport","0.023"
"1944","GO:0098660","inorganic ion transmembrane transport","0.033"
"1945","GO:0098655","cation transmembrane transport","0.043"
"1946","GO:0006996","organelle organization","0.044"
"1947","GO:0098662","inorganic cation transmembrane transport","0.058"
"1948","GO:0006470","protein dephosphorylation","0.062"
"1949","GO:0010564","regulation of cell cycle process","0.085"
"1950","GO:0030036","actin cytoskeleton organization","0.102"
"1951","GO:0009967","positive regulation of signal transducti...","0.00072"
"1952","GO:0050793","regulation of developmental process","0.00083"
"1953","GO:0023052","signaling","0.00114"
"1954","GO:0022610","biological adhesion","0.00139"
"1955","GO:2000026","regulation of multicellular organismal d...","0.00168"
"1956","GO:0010647","positive regulation of cell communicatio...","0.00172"
"1957","GO:0023056","positive regulation of signaling","0.00172"
"1958","GO:0007154","cell communication","0.00184"
"1959","GO:0022603","regulation of anatomical structure morph...","0.00215"
"1960","GO:0007155","cell adhesion","0.00238"
"1961","GO:0071840","cellular component organization or bioge...","0.00098"
"1962","GO:0016043","cellular component organization","0.00125"
"1963","GO:0006996","organelle organization","0.00205"
"1964","GO:0009617","response to bacterium","0.00345"
"1965","GO:0051704","multi-organism process","0.00452"
"1966","GO:1902903","regulation of supramolecular fiber organ...","0.00571"
"1967","GO:0044703","multi-organism reproductive process","0.00757"
"1968","GO:0032956","regulation of actin cytoskeleton organiz...","0.00932"
"1969","GO:0051493","regulation of cytoskeleton organization","0.00965"
"1970","GO:0006954","inflammatory response","0.01080"
"1971","GO:0045088","regulation of innate immune response","0.018"
"1972","GO:0002831","regulation of response to biotic stimulu...","0.022"
"1973","GO:0010564","regulation of cell cycle process","0.026"
"1974","GO:0044770","cell cycle phase transition","0.055"
"1975","GO:0007568","aging","0.056"
"1976","GO:0007346","regulation of mitotic cell cycle","0.068"
"1977","GO:0044772","mitotic cell cycle phase transition","0.073"
"1978","GO:1901987","regulation of cell cycle phase transitio...","0.076"
"1979","GO:1901990","regulation of mitotic cell cycle phase t...","0.076"
"1980","GO:0070997","neuron death","0.081"
"1981","GO:0043085","positive regulation of catalytic activit...","0.032"
"1982","GO:0016192","vesicle-mediated transport","0.052"
"1983","GO:0044093","positive regulation of molecular functio...","0.054"
"1984","GO:0006412","translation","0.061"
"1985","GO:0048856","anatomical structure development","0.075"
"1986","GO:0032502","developmental process","0.076"
"1987","GO:0050790","regulation of catalytic activity","0.077"
"1988","GO:0006518","peptide metabolic process","0.080"
"1989","GO:0007166","cell surface receptor signaling pathway","0.086"
"1990","GO:0051276","chromosome organization","0.094"
"1991","GO:0002443","leukocyte mediated immunity","0.0016"
"1992","GO:0002274","myeloid leukocyte activation","0.0024"
"1993","GO:0050896","response to stimulus","0.0027"
"1994","GO:0002263","cell activation involved in immune respo...","0.0038"
"1995","GO:0002366","leukocyte activation involved in immune ...","0.0038"
"1996","GO:0048522","positive regulation of cellular process","0.0075"
"1997","GO:0006629","lipid metabolic process","0.0079"
"1998","GO:0002275","myeloid cell activation involved in immu...","0.0087"
"1999","GO:0002283","neutrophil activation involved in immune...","0.0087"
"2000","GO:0002444","myeloid leukocyte mediated immunity","0.0087"
"2001","GO:0043603","cellular amide metabolic process","0.0016"
"2002","GO:0010467","gene expression","0.0130"
"2003","GO:0065003","protein-containing complex assembly","0.0413"
"2004","GO:0016032","viral process","0.0460"
"2005","GO:0010468","regulation of gene expression","0.0490"
"2006","GO:0009058","biosynthetic process","0.0668"
"2007","GO:1901576","organic substance biosynthetic process","0.0668"
"2008","GO:0044403","symbiotic process","0.0713"
"2009","GO:0034641","cellular nitrogen compound metabolic pro...","0.0853"
"2010","GO:0043933","protein-containing complex subunit organ...","0.0887"
"2011","GO:0000003","reproduction","0.0034"
"2012","GO:0022414","reproductive process","0.0034"
"2013","GO:0006955","immune response","0.0159"
"2014","GO:0006952","defense response","0.0168"
"2015","GO:0044703","multi-organism reproductive process","0.0170"
"2016","GO:0051704","multi-organism process","0.0170"
"2017","GO:0002376","immune system process","0.0187"
"2018","GO:1901214","regulation of neuron death","0.0202"
"2019","GO:0019221","cytokine-mediated signaling pathway","0.0291"
"2020","GO:0048545","response to steroid hormone","0.0308"
"2021","GO:0046907","intracellular transport","0.022"
"2022","GO:0044087","regulation of cellular component biogene...","0.038"
"2023","GO:0030182","neuron differentiation","0.058"
"2024","GO:0000165","MAPK cascade","0.074"
"2025","GO:0023014","signal transduction by protein phosphory...","0.074"
"2026","GO:0051338","regulation of transferase activity","0.089"
"2027","GO:0000904","cell morphogenesis involved in different...","0.093"
"2028","GO:0001775","cell activation","0.103"
"2029","GO:0048585","negative regulation of response to stimu...","0.108"
"2030","GO:0048666","neuron development","0.111"
"2031","GO:0006357","regulation of transcription by RNA polym...","0.081"
"2032","GO:0006366","transcription by RNA polymerase II","0.081"
"2033","GO:0045944","positive regulation of transcription by ...","0.086"
"2034","GO:0006996","organelle organization","0.170"
"2035","GO:0045893","positive regulation of transcription, DN...","0.176"
"2036","GO:0051254","positive regulation of RNA metabolic pro...","0.176"
"2037","GO:1902680","positive regulation of RNA biosynthetic ...","0.176"
"2038","GO:1903508","positive regulation of nucleic acid-temp...","0.176"
"2039","GO:0050794","regulation of cellular process","0.188"
"2040","GO:0050789","regulation of biological process","0.193"
"2041","GO:0045944","positive regulation of transcription by ...","0.086"
"2042","GO:0006357","regulation of transcription by RNA polym...","0.095"
"2043","GO:0006366","transcription by RNA polymerase II","0.095"
"2044","GO:0006996","organelle organization","0.130"
"2045","GO:0006810","transport","0.141"
"2046","GO:0051234","establishment of localization","0.141"
"2047","GO:0050794","regulation of cellular process","0.158"
"2048","GO:0045893","positive regulation of transcription, DN...","0.176"
"2049","GO:0051254","positive regulation of RNA metabolic pro...","0.176"
"2050","GO:1902680","positive regulation of RNA biosynthetic ...","0.176"
"2051","GO:0002376","immune system process","0.0086"
"2052","GO:0071704","organic substance metabolic process","0.0471"
"2053","GO:0035556","intracellular signal transduction","0.0659"
"2054","GO:0051649","establishment of localization in cell","0.0720"
"2055","GO:0043170","macromolecule metabolic process","0.0821"
"2056","GO:0050789","regulation of biological process","0.1022"
"2057","GO:0050794","regulation of cellular process","0.1022"
"2058","GO:0007154","cell communication","0.1034"
"2059","GO:0023052","signaling","0.1034"
"2060","GO:0060255","regulation of macromolecule metabolic pr...","0.1118"
